CATEGORY NAME,RESTUARANT URL,DELIVERY RADIUS
Chilled,https://deliveroo.co.uk/menu/Kettering/kettering/pauls-stop-n-shop?geohash=gcr6pmnt52wh,N/A
Biscuits,https://deliveroo.co.uk/menu/Kettering/kettering/pauls-stop-n-shop?geohash=gcr6pmnt52wh,N/A
Protein Bars and Snacks,https://deliveroo.co.uk/menu/Kettering/kettering/pauls-stop-n-shop?geohash=gcr6pmnt52wh,N/A
Dairy & Bread,https://deliveroo.co.uk/menu/Kettering/kettering/kettering-stores?geohash=gcr6pmnt52wh,1.20
Chocolates,https://deliveroo.co.uk/menu/Kettering/kettering/kettering-stores?geohash=gcr6pmnt52wh,1.20
Tobaco,https://deliveroo.co.uk/menu/Kettering/kettering/kettering-stores?geohash=gcr6pmnt52wh,1.20
Sprit,https://deliveroo.co.uk/menu/Kettering/kettering/kettering-stores?geohash=gcr6pmnt52wh,1.20
Beer & cider,https://deliveroo.co.uk/menu/Kettering/kettering/kettering-stores?geohash=gcr6pmnt52wh,1.20
Soft drinks,https://deliveroo.co.uk/menu/Kettering/kettering/kettering-stores?geohash=gcr6pmnt52wh,1.20
Frozen,https://deliveroo.co.uk/menu/Kettering/kettering/kettering-stores?geohash=gcr6pmnt52wh,1.20
Icecreams,https://deliveroo.co.uk/menu/Kettering/kettering/kettering-stores?geohash=gcr6pmnt52wh,1.20
Crips,https://deliveroo.co.uk/menu/Kettering/kettering/kettering-stores?geohash=gcr6pmnt52wh,1.20
Condom & Tonic wine,https://deliveroo.co.uk/menu/Kettering/kettering/kettering-stores?geohash=gcr6pmnt52wh,1.20
Elf bars,https://deliveroo.co.uk/menu/Kettering/kettering/kettering-stores?geohash=gcr6pmnt52wh,1.20
Pint Beer Cans,https://deliveroo.co.uk/menu/Kettering/ptychley/jmd-news-food-and-wine?geohash=gcr6pmnt52wh,3.40
440-500ml Beer Cans,https://deliveroo.co.uk/menu/Kettering/ptychley/jmd-news-food-and-wine?geohash=gcr6pmnt52wh,3.40
Large Bottled Beers,https://deliveroo.co.uk/menu/Kettering/ptychley/jmd-news-food-and-wine?geohash=gcr6pmnt52wh,3.40
"Imported US Sodas, Candies & Snacks",https://deliveroo.co.uk/menu/Kettering/ptychley/jmd-news-food-and-wine?geohash=gcr6pmnt52wh,3.40
Energy Drinks,https://deliveroo.co.uk/menu/Kettering/ptychley/jmd-news-food-and-wine?geohash=gcr6pmnt52wh,3.40
Soft Drink Small Bottles,https://deliveroo.co.uk/menu/Kettering/ptychley/jmd-news-food-and-wine?geohash=gcr6pmnt52wh,3.40
Soft Drink Cans,https://deliveroo.co.uk/menu/Kettering/ptychley/jmd-news-food-and-wine?geohash=gcr6pmnt52wh,3.40
Soft Drink Large Bottles,https://deliveroo.co.uk/menu/Kettering/ptychley/jmd-news-food-and-wine?geohash=gcr6pmnt52wh,3.40
Large Bottled Waters,https://deliveroo.co.uk/menu/Kettering/ptychley/jmd-news-food-and-wine?geohash=gcr6pmnt52wh,3.40
Milkshakes,https://deliveroo.co.uk/menu/Kettering/ptychley/jmd-news-food-and-wine?geohash=gcr6pmnt52wh,3.40
Bread & Milk,https://deliveroo.co.uk/menu/Kettering/ptychley/jmd-news-food-and-wine?geohash=gcr6pmnt52wh,3.40
Spirits & Liquors,https://deliveroo.co.uk/menu/Kettering/ptychley/jmd-news-food-and-wine?geohash=gcr6pmnt52wh,3.40
White Wines,https://deliveroo.co.uk/menu/Kettering/ptychley/jmd-news-food-and-wine?geohash=gcr6pmnt52wh,3.40
Rosé Wines,https://deliveroo.co.uk/menu/Kettering/ptychley/jmd-news-food-and-wine?geohash=gcr6pmnt52wh,3.40
Red Wines,https://deliveroo.co.uk/menu/Kettering/ptychley/jmd-news-food-and-wine?geohash=gcr6pmnt52wh,3.40
Sparkling Wines,https://deliveroo.co.uk/menu/Kettering/ptychley/jmd-news-food-and-wine?geohash=gcr6pmnt52wh,3.40
Bottled Ales,https://deliveroo.co.uk/menu/Kettering/ptychley/jmd-news-food-and-wine?geohash=gcr6pmnt52wh,3.40
Crisps,https://deliveroo.co.uk/menu/Kettering/ptychley/jmd-news-food-and-wine?geohash=gcr6pmnt52wh,3.40
Chocolate,https://deliveroo.co.uk/menu/Kettering/ptychley/jmd-news-food-and-wine?geohash=gcr6pmnt52wh,3.40
Cigarettes & Tobacco Products,https://deliveroo.co.uk/menu/Kettering/ptychley/jmd-news-food-and-wine?geohash=gcr6pmnt52wh,3.40
Vapes & E-Liquids,https://deliveroo.co.uk/menu/Kettering/ptychley/jmd-news-food-and-wine?geohash=gcr6pmnt52wh,3.40
